anio	mes	tipo_centro	subtipo_centro	centro	categoria	cuartos_disponibles	cuartos_ocupados_no_residentes	cuartos_ocupados_residentes	llegada_turistas_no_residentes	llegada_turistas_residentes	turistas_noche_no_residentes	turistas_noche_residentes
2018	07	Centros de Playa	Tradicionales	Veracruz-Boca del Río	2 estrellas	49414	0	29075	0	61677	0	61698
2018	07	Centros de Playa	Tradicionales	Veracruz-Boca del Río	3 estrellas	59985	0	32895	0	33843	0	82104
2018	07	Centros de Playa	Tradicionales	Veracruz-Boca del Río	4 estrellas	74460	159	56053	159	95364	234	131761
2018	07	Centros de Playa	Tradicionales	Veracruz-Boca del Río	5 estrellas	38812	992	30729	925	60779	1196	63023
2018	07	Centros de Playa	Tradicionales	Puerto Vallarta	1 estrella	12090	873	5584	464	6649	1820	13520
2018	07	Centros de Playa	Tradicionales	Puerto Vallarta	2 estrellas	12090	1101	7460	836	9937	2112	20115
2018	07	Centros de Playa	Tradicionales	Puerto Vallarta	3 estrellas	52204	6329	37277	4196	33787	13023	97819
2018	07	Centros de Playa	Tradicionales	Puerto Vallarta	4 estrellas	107422	24446	69449	13984	57266	54662	171193
2018	07	Centros de Playa	Tradicionales	Puerto Vallarta	5 estrellas	208382	67326	98652	33699	72202	147377	248776
2018	07	Ciudades	Grandes	Ciudad de México	1 estrella	121607	25031	68884	35181	130575	60114	159745
2018	07	Ciudades	Grandes	Ciudad de México	2 estrellas	186279	1757	123865	2097	161960	2381	270802
2018	07	Ciudades	Grandes	Ciudad de México	3 estrellas	335482	21498	157563	28162	168920	37792	292559
2018	07	Ciudades	Grandes	Ciudad de México	4 estrellas	407526	46166	237963	33293	184611	86944	427275
2018	07	Ciudades	Grandes	Ciudad de México	5 estrellas	534781	130405	235114	84261	214624	206036	408066
2018	07	Ciudades	Grandes	Guadalajara	1 estrella	102114	12	48711	6	63435	12	98776
2018	07	Ciudades	Grandes	Guadalajara	2 estrellas	22889	3	9519	5	14413	5	21227
2018	07	Ciudades	Grandes	Guadalajara	3 estrellas	110639	1284	55686	817	53374	2107	126227
2018	07	Ciudades	Grandes	Guadalajara	4 estrellas	193719	35528	108655	31182	107997	72883	225951
2018	07	Ciudades	Grandes	Guadalajara	5 estrellas	132494	27503	83919	34750	92110	44992	130367
2018	07	Ciudades	Grandes	Monterrey	1 estrella	3689	0	747	0	538	0	1225
2018	07	Ciudades	Grandes	Monterrey	2 estrellas	15686	27	10194	47	13642	47	19134
2018	07	Ciudades	Grandes	Monterrey	3 estrellas	43462	4745	32687	4673	32811	4933	43774
2018	07	Ciudades	Grandes	Monterrey	4 estrellas	181411	17598	114441	12710	75404	29289	186125
2018	07	Ciudades	Grandes	Monterrey	5 estrellas	182979	32709	98313	27729	77487	45990	173715
2018	07	Ciudades	Interior	Aguascalientes	1 estrella	9486	0	5699	0	1258	0	7000
2018	07	Ciudades	Interior	Aguascalientes	2 estrellas	19189	0	10861	0	12459	0	22961
2018	07	Ciudades	Interior	Aguascalientes	3 estrellas	38409	2295	25049	1356	17650	2511	40910
2018	07	Ciudades	Interior	Aguascalientes	4 estrellas	54312	3453	37439	2198	28986	4390	62991
2018	07	Ciudades	Interior	Aguascalientes	5 estrellas	21628	5579	11186	1616	5503	6035	15421
2018	07	Ciudades	Interior	Campeche	1 estrella	4495	3	856	6	1447	6	2155
2018	07	Ciudades	Interior	Campeche	2 estrellas	5766	284	2397	519	3356	586	4350
2018	07	Ciudades	Interior	Campeche	3 estrellas	6076	140	3029	252	3502	273	5500
2018	07	Ciudades	Interior	Campeche	4 estrellas	18786	2975	8084	5569	9791	6173	13467
2018	07	Ciudades	Interior	Campeche	5 estrellas	8649	1392	4180	1703	4500	2643	7770
2018	07	Ciudades	Interior	Celaya	1 estrella	3390	0	1623	0	2522	0	3104
2018	07	Ciudades	Interior	Celaya	2 estrellas	12214	0	6333	0	8719	0	11291
2018	07	Ciudades	Interior	Celaya	3 estrellas	20104	0	8123	0	12134	0	13602
2018	07	Ciudades	Interior	Celaya	4 estrellas	51243	1049	21159	420	35126	1293	38255
2018	07	Ciudades	Interior	Celaya	5 estrellas	7068	756	1949	485	1933	1075	2937
2018	07	Ciudades	Interior	Chihuahua	2 estrellas	6324	0	5430	0	2372	0	7657
2018	07	Ciudades	Interior	Chihuahua	3 estrellas	23777	484	6254	448	9175	932	13175
2018	07	Ciudades	Interior	Chihuahua	4 estrellas	34312	671	20003	759	20166	1308	31508
2018	07	Ciudades	Interior	Chihuahua	5 estrellas	59232	8484	28664	5930	22429	16161	54339
2018	07	Ciudades	Interior	Coatzacoalcos	1 estrella	2387	0	335	0	681	0	681
2018	07	Ciudades	Interior	Coatzacoalcos	2 estrellas	1633	0	701	0	552	0	1218
2018	07	Ciudades	Interior	Coatzacoalcos	3 estrellas	20359	0	7409	0	11154	0	11503
2018	07	Ciudades	Interior	Coatzacoalcos	4 estrellas	20491	1061	6867	2128	10142	2132	10142
2018	07	Ciudades	Interior	Coatzacoalcos	5 estrellas	9889	80	3146	51	3783	93	4665
2018	07	Ciudades	Interior	Colima	1 estrella	7448	89	5269	53	5597	137	9556
2018	07	Ciudades	Interior	Colima	3 estrellas	9596	0	3046	0	1771	0	5648
2018	07	Ciudades	Interior	Colima	4 estrellas	22984	508	11472	451	12801	954	20606
2018	07	Ciudades	Interior	Comitán de Domínguez	1 estrella	13299	153	5602	466	11454	478	11987
2018	07	Ciudades	Interior	Comitán de Domínguez	2 estrellas	9672	214	4701	695	9709	695	10111
2018	07	Ciudades	Interior	Comitán de Domínguez	3 estrellas	10633	160	3845	423	7450	428	7870
2018	07	Ciudades	Interior	Comitán de Domínguez	4 estrellas	6665	45	2764	141	5406	141	6059
2018	07	Ciudades	Interior	Culiacán	1 estrella	5115	0	1233	0	2465	0	2465
2018	07	Ciudades	Interior	Culiacán	2 estrellas	5022	0	1653	0	2667	0	3150
2018	07	Ciudades	Interior	Culiacán	3 estrellas	29388	60	14766	66	25082	66	27251
2018	07	Ciudades	Interior	Culiacán	4 estrellas	23126	0	13441	0	23637	0	26256
2018	07	Ciudades	Interior	Culiacán	5 estrellas	24211	386	8124	556	9516	899	15785
2018	07	Ciudades	Interior	Durango	1 estrella	2201	0	1181	0	1278	0	2026
2018	07	Ciudades	Interior	Durango	2 estrellas	6014	0	3927	0	5731	0	8227
2018	07	Ciudades	Interior	Durango	3 estrellas	12553	113	8342	114	9392	150	13199
2018	07	Ciudades	Interior	Durango	4 estrellas	26651	141	19806	156	15460	182	34528
2018	07	Ciudades	Interior	Durango	5 estrellas	11016	272	7310	272	6719	272	9184
2018	07	Ciudades	Interior	El Fuerte	1 estrella	3720	0	405	0	970	0	970
2018	07	Ciudades	Interior	El Fuerte	2 estrellas	1147	0	125	0	237	0	237
2018	07	Ciudades	Interior	El Fuerte	3 estrellas	3038	0	1669	0	3609	0	3642
2018	07	Ciudades	Interior	El Fuerte	5 estrellas	4309	6	1636	12	3290	12	3290
2018	07	Ciudades	Interior	Guanajuato	1 estrella	5642	0	1840	0	5146	0	5566
2018	07	Ciudades	Interior	Guanajuato	2 estrellas	15438	0	4959	0	16738	0	19001
2018	07	Ciudades	Interior	Guanajuato	3 estrellas	25916	28	18200	87	38649	106	46402
2018	07	Ciudades	Interior	Guanajuato	4 estrellas	34379	685	24547	702	44656	1539	53523
2018	07	Ciudades	Interior	Guanajuato	5 estrellas	19468	917	11538	1087	18056	2030	26015
2018	07	Ciudades	Interior	Hermosillo	2 estrellas	3991	6	2086	6	1389	6	2614
2018	07	Ciudades	Interior	Hermosillo	3 estrellas	15469	492	7886	595	9345	873	14587
2018	07	Ciudades	Interior	Hermosillo	4 estrellas	51398	910	27660	1173	34487	1876	55802
2018	07	Ciudades	Interior	Hermosillo	5 estrellas	15159	211	6684	257	7140	406	11036
2018	07	Ciudades	Interior	Irapuato	1 estrella	7905	0	3453	0	6131	0	6133
2018	07	Ciudades	Interior	Irapuato	2 estrellas	4712	0	1886	0	2383	0	3988
2018	07	Ciudades	Interior	Irapuato	3 estrellas	14539	38	8061	52	10359	68	16147
2018	07	Ciudades	Interior	Irapuato	4 estrellas	31775	1407	15026	275	18757	1440	25415
2018	07	Ciudades	Interior	Irapuato	5 estrellas	19747	3003	7263	958	5109	3253	12345
2018	07	Ciudades	Interior	León	1 estrella	14136	0	5419	0	10847	0	10847
2018	07	Ciudades	Interior	León	2 estrellas	16213	0	6770	0	9360	0	13173
2018	07	Ciudades	Interior	León	3 estrellas	57877	0	25571	0	49879	0	55815
2018	07	Ciudades	Interior	León	4 estrellas	53785	0	35282	0	62764	0	67675
2018	07	Ciudades	Interior	León	5 estrellas	51677	4957	24906	2150	26672	6159	39958
2018	07	Ciudades	Interior	Los Mochis	1 estrella	4588	0	1696	0	3393	0	3393
2018	07	Ciudades	Interior	Los Mochis	2 estrellas	7626	0	4423	0	6295	0	8144
2018	07	Ciudades	Interior	Los Mochis	3 estrellas	15252	168	7251	245	10299	311	12283
2018	07	Ciudades	Interior	Los Mochis	4 estrellas	17540	213	10685	137	11882	255	15605
2018	07	Ciudades	Interior	Los Mochis	5 estrellas	3813	15	711	30	1422	30	1422
2018	07	Ciudades	Interior	Mérida	1 estrella	18910	2424	7934	4923	8875	4923	15750
2018	07	Ciudades	Interior	Mérida	2 estrellas	10664	344	4918	692	9493	692	10276
2018	07	Ciudades	Interior	Mérida	3 estrellas	40170	2952	23931	2884	19898	4861	37913
2018	07	Ciudades	Interior	Mérida	4 estrellas	59427	8692	33882	7557	40743	19755	91209
2018	07	Ciudades	Interior	Mérida	5 estrellas	78084	10025	46275	8676	32998	13044	62987
2018	07	Ciudades	Interior	Morelia	1 estrella	5747	4	2079	0	2310	4	3429
2018	07	Ciudades	Interior	Morelia	2 estrellas	15283	74	7169	26	12970	174	14716
2018	07	Ciudades	Interior	Morelia	4 estrellas	55428	0	42082	0	35402	0	63295
2018	07	Ciudades	Interior	Morelia	5 estrellas	19561	1099	8427	1221	10218	2198	16854
2018	07	Ciudades	Interior	Oaxaca	1 estrella	24707	856	10833	209	18556	1166	21488
2018	07	Ciudades	Interior	Oaxaca	2 estrellas	34658	291	17086	329	28602	610	40925
2018	07	Ciudades	Interior	Oaxaca	3 estrellas	39298	667	24515	630	28120	1327	52947
2018	07	Ciudades	Interior	Oaxaca	4 estrellas	62402	4214	40740	3733	42147	8336	94857
2018	07	Ciudades	Interior	Oaxaca	5 estrellas	15283	2113	8992	1481	7961	4080	19001
2018	07	Ciudades	Interior	Pachuca	2 estrellas	3193	0	1286	0	2589	0	3271
2018	07	Ciudades	Interior	Pachuca	3 estrellas	22072	92	14980	176	18776	227	25845
2018	07	Ciudades	Interior	Pachuca	4 estrellas	9052	34	5116	35	7760	62	10310
2018	07	Ciudades	Interior	Pachuca	5 estrellas	13361	969	6355	622	7544	1215	10524
2018	07	Ciudades	Interior	Palenque	1 estrella	14353	277	4640	516	8497	516	8548
2018	07	Ciudades	Interior	Palenque	2 estrellas	7781	65	3455	113	7831	113	7840
2018	07	Ciudades	Interior	Palenque	3 estrellas	14663	294	5458	594	11220	598	11776
2018	07	Ciudades	Interior	Palenque	4 estrellas	20615	3264	8727	7197	17363	7643	19589
2018	07	Ciudades	Interior	Palenque	5 estrellas	7688	548	4228	867	7662	1053	9742
2018	07	Ciudades	Interior	Puebla	1 estrella	16585	418	11674	837	23438	1255	43584
2018	07	Ciudades	Interior	Puebla	2 estrellas	15252	1265	9067	2530	17984	3795	42997
2018	07	Ciudades	Interior	Puebla	3 estrellas	60140	3126	46053	6277	91439	9700	161947
2018	07	Ciudades	Interior	Puebla	4 estrellas	112610	7745	70110	9215	78789	18354	165330
2018	07	Ciudades	Interior	Puebla	5 estrellas	84859	14130	32018	16796	34149	37745	71619
2018	07	Ciudades	Interior	Querétaro	1 estrella	7564	84	3507	53	3773	96	7129
2018	07	Ciudades	Interior	Querétaro	2 estrellas	11160	80	6524	98	7151	147	13307
2018	07	Ciudades	Interior	Querétaro	3 estrellas	33759	208	22244	153	19167	279	38321
2018	07	Ciudades	Interior	Querétaro	4 estrellas	75549	3170	50473	2080	46669	3873	83417
2018	07	Ciudades	Interior	Querétaro	5 estrellas	102246	11661	55141	5280	46087	12708	91735
2018	07	Ciudades	Interior	Salamanca	1 estrella	3782	0	1704	0	1766	0	2913
2018	07	Ciudades	Interior	Salamanca	3 estrellas	16492	332	8106	332	8641	332	15199
2018	07	Ciudades	Interior	Salamanca	4 estrellas	11780	0	6716	0	10452	0	10520
2018	07	Ciudades	Interior	Salamanca	5 estrellas	6417	918	1694	158	1104	1046	3042
2018	07	Ciudades	Interior	San Cristóbal de las Casas	1 estrella	12338	125	3881	210	9040	210	9047
2018	07	Ciudades	Interior	San Cristóbal de las Casas	2 estrellas	17019	0	5572	0	12523	0	12523
2018	07	Ciudades	Interior	San Cristóbal de las Casas	3 estrellas	28024	1029	12405	1285	26401	2331	28917
2018	07	Ciudades	Interior	San Cristóbal de las Casas	4 estrellas	37603	2009	18696	3589	38658	3822	42382
2018	07	Ciudades	Interior	San Cristóbal de las Casas	5 estrellas	7657	735	3558	1285	7866	1285	8541
2018	07	Ciudades	Interior	San Juan de los Lagos	1 estrella	40889	0	4509	0	16682	0	16682
2018	07	Ciudades	Interior	San Juan de los Lagos	2 estrellas	23684	0	3554	0	12510	0	12510
2018	07	Ciudades	Interior	San Juan de los Lagos	3 estrellas	24893	0	7025	0	24471	0	24622
2018	07	Ciudades	Interior	San Juan de los Lagos	4 estrellas	16120	0	5260	0	18200	0	18200
2018	07	Ciudades	Interior	San Juan de los Lagos	5 estrellas	8370	0	2549	0	5883	0	5883
2018	07	Ciudades	Interior	San Juan del Río	1 estrella	4092	0	2065	0	4043	0	4902
2018	07	Ciudades	Interior	San Juan del Río	2 estrellas	3255	37	1815	40	2633	65	3438
2018	07	Ciudades	Interior	San Juan del Río	3 estrellas	5859	24	1790	17	2451	38	3706
2018	07	Ciudades	Interior	San Juan del Río	4 estrellas	7781	145	4962	93	5357	206	8840
2018	07	Ciudades	Interior	San Juan del Río	5 estrellas	13535	288	6518	113	5268	317	11239
2018	07	Ciudades	Interior	San Luis Potosí	1 estrella	6727	0	4090	0	8689	0	8727
2018	07	Ciudades	Interior	San Luis Potosí	2 estrellas	12400	0	6708	0	6778	0	12804
2018	07	Ciudades	Interior	San Luis Potosí	3 estrellas	36676	0	25771	0	45282	0	69505
2018	07	Ciudades	Interior	San Luis Potosí	4 estrellas	88883	16374	55377	6179	39753	18300	95152
2018	07	Ciudades	Interior	San Luis Potosí	5 estrellas	27643	11411	7411	9651	7884	21553	14728
2018	07	Ciudades	Interior	San Miguel de Allende	1 estrella	2077	4	750	4	2050	4	2095
2018	07	Ciudades	Interior	San Miguel de Allende	2 estrellas	1209	0	527	0	657	0	852
2018	07	Ciudades	Interior	San Miguel de Allende	3 estrellas	13109	490	5009	320	6814	814	11703
2018	07	Ciudades	Interior	San Miguel de Allende	4 estrellas	13020	287	7471	213	10573	407	15263
2018	07	Ciudades	Interior	San Miguel de Allende	5 estrellas	29462	1780	14282	1310	24873	3733	31061
2018	07	Ciudades	Interior	Taxco	2 estrellas	5933	0	2616	0	6989	0	6989
2018	07	Ciudades	Interior	Taxco	3 estrellas	7446	0	2736	0	6712	0	6712
2018	07	Ciudades	Interior	Taxco	4 estrellas	5375	0	3194	0	7877	0	7877
2018	07	Ciudades	Interior	Taxco	5 estrellas	8742	0	4026	0	9103	0	9103
2018	07	Ciudades	Interior	Tequisquiapan	1 estrella	806	0	372	0	528	0	798
2018	07	Ciudades	Interior	Tequisquiapan	2 estrellas	5611	0	1912	0	2798	0	4333
2018	07	Ciudades	Interior	Tequisquiapan	3 estrellas	7598	15	2072	8	3749	30	5134
2018	07	Ciudades	Interior	Tequisquiapan	4 estrellas	9128	84	2009	46	2677	137	4349
2018	07	Ciudades	Interior	Tequisquiapan	5 estrellas	4557	0	1152	0	1744	0	2386
2018	07	Ciudades	Interior	Tlaxcala	1 estrella	3472	130	1778	130	3508	130	3949
2018	07	Ciudades	Interior	Tlaxcala	2 estrellas	2666	115	710	349	1701	349	1701
2018	07	Ciudades	Interior	Tlaxcala	3 estrellas	8145	22	3144	39	5175	50	6201
2018	07	Ciudades	Interior	Tlaxcala	4 estrellas	5456	30	2750	19	3254	30	4622
2018	07	Ciudades	Interior	Toluca	1 estrella	7254	0	2364	0	4942	0	4942
2018	07	Ciudades	Interior	Toluca	2 estrellas	4991	0	2284	0	4519	0	4519
2018	07	Ciudades	Interior	Toluca	3 estrellas	10881	0	2974	0	5780	0	5780
2018	07	Ciudades	Interior	Toluca	4 estrellas	59334	4263	23415	5147	34375	5717	40438
2018	07	Ciudades	Interior	Toluca	5 estrellas	35557	2056	11250	2171	12292	2590	18443
2018	07	Ciudades	Interior	Tuxtla Gutiérrez	1 estrella	23963	0	7537	0	12121	0	14006
2018	07	Ciudades	Interior	Tuxtla Gutiérrez	2 estrellas	29605	0	9954	0	14353	0	21754
2018	07	Ciudades	Interior	Tuxtla Gutiérrez	3 estrellas	29171	155	9162	210	13637	283	17855
2018	07	Ciudades	Interior	Tuxtla Gutiérrez	4 estrellas	31690	1102	17105	1293	18519	2015	31484
2018	07	Ciudades	Interior	Tuxtla Gutiérrez	5 estrellas	19282	1141	9708	1487	12280	2435	20570
2018	07	Ciudades	Interior	Valle de Bravo	1 estrella	10223	5	2710	5	6159	5	6159
2018	07	Ciudades	Interior	Valle de Bravo	2 estrellas	4743	0	256	0	434	0	618
2018	07	Ciudades	Interior	Valle de Bravo	3 estrellas	8649	0	1578	0	4040	0	4773
2018	07	Ciudades	Interior	Valle de Bravo	4 estrellas	3193	0	206	0	530	0	530
2018	07	Ciudades	Interior	Valle de Bravo	5 estrellas	10168	129	4247	271	9264	271	9264
2018	07	Ciudades	Interior	Villahermosa	1 estrella	8587	0	2088	0	3452	0	3482
2018	07	Ciudades	Interior	Villahermosa	2 estrellas	5797	0	1337	0	2712	0	2712
2018	07	Ciudades	Interior	Villahermosa	3 estrellas	61859	545	33200	608	42980	711	59023
2018	07	Ciudades	Interior	Villahermosa	4 estrellas	53444	1427	23210	1759	21597	2143	46085
2018	07	Ciudades	Interior	Villahermosa	5 estrellas	28396	1725	11112	1107	12617	2685	20006
2018	07	Ciudades	Interior	Xalapa	1 estrella	2728	77	1206	27	2019	133	2410
2018	07	Ciudades	Interior	Xalapa	2 estrellas	12307	0	6464	0	5913	0	9168
2018	07	Ciudades	Interior	Xalapa	3 estrellas	26288	0	9461	0	14717	0	18411
2018	07	Ciudades	Interior	Xalapa	4 estrellas	20925	56	11407	58	22021	124	22691
2018	07	Ciudades	Interior	Xalapa	5 estrellas	9920	77	3250	77	5722	77	5722
2018	07	Ciudades	Interior	Zacatecas	1 estrella	6071	0	1776	0	2547	0	3040
2018	07	Ciudades	Interior	Zacatecas	2 estrellas	4216	0	2502	0	5664	0	5804
2018	07	Ciudades	Interior	Zacatecas	3 estrellas	17630	92	10602	106	16694	171	23955
2018	07	Ciudades	Interior	Zacatecas	4 estrellas	55489	3447	39006	1630	41801	5338	77446
2018	07	Ciudades	Interior	Zacatecas	5 estrellas	17266	1629	12034	1509	10872	2873	22163
2018	07	Ciudades	Fronterizas	Ciudad Juárez	2 estrellas	8998	0	0	0	0	0	0
2018	07	Ciudades	Fronterizas	Ciudad Juárez	3 estrellas	58900	379	31075	460	31755	876	31755
2018	07	Ciudades	Fronterizas	Ciudad Juárez	4 estrellas	50901	0	32842	0	32845	0	32845
2018	07	Ciudades	Fronterizas	Ciudad Juárez	5 estrellas	21979	0	12224	0	12224	0	12226
2018	07	Ciudades	Fronterizas	Mexicali	1 estrella	2015	159	931	318	1862	318	1862
2018	07	Ciudades	Fronterizas	Mexicali	2 estrellas	15004	1084	5769	2362	13726	2749	15507
2018	07	Ciudades	Fronterizas	Mexicali	3 estrellas	20088	2670	6714	2955	7160	5124	11687
2018	07	Ciudades	Fronterizas	Mexicali	4 estrellas	25792	1936	14690	1854	11464	3492	21879
2018	07	Ciudades	Fronterizas	Mexicali	5 estrellas	13733	1429	6271	1656	7708	2526	8947
2018	07	Ciudades	Fronterizas	Piedras Negras	3 estrellas	7006	360	3674	743	7705	743	7705
2018	07	Ciudades	Fronterizas	Piedras Negras	4 estrellas	10416	1011	4794	1663	8945	2239	9732
2018	07	Ciudades	Fronterizas	Piedras Negras	5 estrellas	7403	34	356	68	722	68	722
2018	07	Ciudades	Fronterizas	Tecate	2 estrellas	2976	117	1137	228	1780	228	1785
2018	07	Ciudades	Fronterizas	Tecate	3 estrellas	4061	254	1199	614	2219	614	2219
2018	07	Ciudades	Fronterizas	Tecate	4 estrellas	2759	386	1044	789	2078	789	2078
2018	07	Ciudades	Fronterizas	Tijuana	2 estrellas	22873	2843	11566	3037	12535	3424	14053
2018	07	Ciudades	Fronterizas	Tijuana	3 estrellas	38419	5298	15501	5531	16599	6261	18647
2018	07	Ciudades	Fronterizas	Tijuana	4 estrellas	44562	7186	25039	7611	26703	8285	29359
2018	07	Ciudades	Fronterizas	Tijuana	5 estrellas	50189	8055	28097	8546	29990	9308	33010
2018	08	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	3 estrellas	19034	185	2707	139	6015	423	7540
2018	08	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	4 estrellas	60264	919	32211	1327	26239	1977	71324
2018	08	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	5 estrellas	115072	1772	61772	983	54324	3584	148633
2018	08	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	2 estrellas	5518	17	2949	14	5783	24	7616
2018	08	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	3 estrellas	13144	0	3686	0	6401	0	9679
2018	08	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	4 estrellas	33480	924	20616	621	16167	1954	46092
2018	08	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	5 estrellas	62682	8027	29698	6645	12677	14619	64815
2018	08	Centros de Playa	Integralmente Planeados	Cancún	1 estrella	8432	0	3337	0	653	0	4787
2018	08	Centros de Playa	Integralmente Planeados	Cancún	2 estrellas	10943	2800	3394	2104	2729	7637	8075
2018	08	Centros de Playa	Integralmente Planeados	Cancún	3 estrellas	93948	32004	33681	24113	27115	82447	85494
2018	08	Centros de Playa	Integralmente Planeados	Cancún	4 estrellas	208754	99806	61698	85692	55562	279569	175934
2018	08	Centros de Playa	Integralmente Planeados	Cancún	5 estrellas	756679	351977	231375	357581	230251	1108894	726353
2018	08	Centros de Playa	Integralmente Planeados	Loreto	1 estrella	4309	1333	955	1032	746	3652	2624
2018	08	Centros de Playa	Integralmente Planeados	Loreto	3 estrellas	4557	490	1470	495	1820	966	3250
2018	08	Centros de Playa	Integralmente Planeados	Loreto	4 estrellas	5611	959	573	576	914	1876	1178
2018	08	Centros de Playa	Integralmente Planeados	Loreto	5 estrellas	13299	4693	391	2740	378	11500	903
2018	08	Centros de Playa	Integralmente Planeados	Los Cabos	1 estrella	11346	153	2023	234	1332	285	3121
2018	08	Centros de Playa	Integralmente Planeados	Los Cabos	2 estrellas	8711	549	1653	314	990	890	2797
2018	08	Centros de Playa	Integralmente Planeados	Los Cabos	3 estrellas	28117	4610	7644	3425	5917	9165	16263
2018	08	Centros de Playa	Integralmente Planeados	Los Cabos	4 estrellas	87203	29261	14863	18161	10661	67537	34622
2018	08	Centros de Playa	Integralmente Planeados	Los Cabos	5 estrellas	489228	247289	65125	124410	45092	653173	170656
